Survived,Fare,age_cat,imputed,ln_group,fam_size,fam_group,parch_group,sibsp_group,fpp,Gender,name_length,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,tick_group_ca,tick_group_no_head,tick_group_other_letter,tick_group_pp,titles_Master.,titles_Miss.,titles_Mr.,titles_Mrs.,titles_other_name,ticket_value_0,ticket_value_1,ticket_value_10,ticket_value_20,ticket_value_30,ticket_value_300,name_length_group_length_2,name_length_group_length_3,name_length_group_length_4,name_length_group_otherl,ticket_header_A. ,ticket_header_A./5. ,ticket_header_A.5. ,ticket_header_A/4 ,ticket_header_A/4. ,ticket_header_A/5 ,ticket_header_A/5. ,ticket_header_A/S ,ticket_header_A4. ,ticket_header_AQ/3. ,ticket_header_AQ/4 ,ticket_header_C ,ticket_header_C.A. ,ticket_header_C.A./SOTON ,ticket_header_CA ,ticket_header_CA. ,ticket_header_F.C. ,ticket_header_F.C.C. ,ticket_header_Fa ,ticket_header_LP ,ticket_header_P/PP ,ticket_header_PC ,ticket_header_PP ,ticket_header_S.C./A.4. ,ticket_header_S.C./PARIS ,ticket_header_S.O./P.P. ,ticket_header_S.O.C. ,ticket_header_S.O.P. ,ticket_header_S.P. ,ticket_header_S.W./PP ,ticket_header_SC ,ticket_header_SC/A.3 ,ticket_header_SC/A4 ,ticket_header_SC/AH ,ticket_header_SC/PARIS ,ticket_header_SC/Paris ,ticket_header_SCO/W ,ticket_header_SO/C ,ticket_header_SOTON/O.Q. ,ticket_header_SOTON/O2 ,ticket_header_SOTON/OQ ,ticket_header_STON/O ,ticket_header_STON/O2. ,ticket_header_STON/OQ. ,ticket_header_SW/PP ,ticket_header_W./C. ,ticket_header_W.E.P. ,ticket_header_W/C ,ticket_header_WE/P ,ticket_header_no_ticket_head,ticket_alpha_A,ticket_alpha_C,ticket_alpha_F,ticket_alpha_L,ticket_alpha_P,ticket_alpha_S,ticket_alpha_W,ticket_alpha_no_ticket_head,ln_end_a,ln_end_c,ln_end_d,ln_end_e,ln_end_f,ln_end_g,ln_end_h,ln_end_i,ln_end_k,ln_end_l,ln_end_m,ln_end_n,ln_end_o,ln_end_other,ln_end_r,ln_end_s,ln_end_t,ln_end_y,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9
0,0.9679167970556769,0.10584783153843554,-0.03208320294432308,0.10584783153843554,0.10584783153843554,0.10584783153843554,0.10584783153843554,0.10584783153843554,0.14593184684677796,0.10584783153843554,0.3817099005039528,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,0.10584783153843554,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308,-0.03208320294432308
1,0.9895220021629014,0.003550533389710442,-0.010477997837098643,0.003550533389710442,0.003550533389710442,0.003550533389710442,0.003550533389710442,0.003550533389710442,0.03965710293824738,-0.010477997837098643,0.03160759584332861,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,0.003550533389710442,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643,-0.010477997837098643
1,0.9721838263702741,0.09836679166995865,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,0.09836679166995865,0.09836679166995865,0.09836679166995865,0.23354450195114124,-0.0278161736297259,0.2245497569696432,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,0.09836679166995865,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259,-0.0278161736297259
1,0.9886739614270195,0.0075063531407672,-0.011326038572980444,0.0075063531407672,0.0075063531407672,0.0075063531407672,0.0075063531407672,0.0075063531407672,0.05043302592058326,-0.011326038572980444,0.045171136568262486,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,0.0075063531407672,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444,-0.011326038572980444
0,0.9705219214980011,0.09474552398247318,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,0.09474552398247318,0.09474552398247318,0.09474552398247318,0.22976584156241567,0.09474552398247318,0.3431927289514173,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,0.09474552398247318,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857,-0.029478078501998857
0,0.9884899632341547,0.007771717873826958,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,0.007771717873826958,0.007771717873826958,0.007771717873826958,0.0646295397030575,0.007771717873826958,0.046335227153171385,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,0.007771717873826958,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253,-0.011510036765845253
0,0.9833679792788003,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,0.1731663185433317,-0.016632020721199743,0.03081756409493312,0.03081756409493312,0.051743744916244484,0.03081756409493312,0.12571673372719885,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,0.03081756409493312,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743,-0.016632020721199743
1,0.9763444154848362,0.06616504369030989,-0.023655584515163787,0.06616504369030989,0.15598567189578355,0.06616504369030989,0.06616504369030989,0.06616504369030989,0.09437045659569064,-0.023655584515163787,0.2458063001012572,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,0.06616504369030989,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787,-0.023655584515163787
1,0.9867028059719654,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,0.019957657854855055,0.019957657854855055,0.019957657854855055,0.019957657854855055,0.07685911364035233,-0.01329719402803466,0.05321250973774477,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,0.019957657854855055,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466,-0.01329719402803466
1,0.9818857130339335,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,0.10164619207584959,0.0417659525548915,0.0417659525548915,0.0417659525548915,0.0847953673052282,-0.018114286966066585,0.16152643159680768,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,0.0417659525548915,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585,-0.018114286966066585
